date,year,month,day,extended,country,country_txt,region,region_txt,State,city,latitude,longitude,multiple,success,suicide,attacktype1,attacktype1_txt,target_type,target_subtype,corp,target,nationality,group_name,gun_certain,weapon_type,weapon_subtype,no_killed,no_wounded
2008-06-09,2008,Jun,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,2,Armed Assault,Maritime,Commercial Maritime,Addax Petroleum,A Nigerian security vessel,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,4
2008-06-10,2008,Jun,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,2,Armed Assault,Maritime,Commercial Maritime,Addax Petroleum,A Nigerian security vessel,Nigeria,Unknown,0,Firearms,Unknown Gun Type,9,4
2008-06-12,2008,Jun,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Opobo,4.511389,7.54,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Unknown,The father of Festus Mac Pepple,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2008-06-14,2008,Jun,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Bonny,4.434049,7.17049,1,1,0,7,Facility/Infrastructure Attack,Private Citizens & Property,Vehicles/Transportation,Unknown,Cars,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-06-14,2008,Jun,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Bonny,4.434049,7.17049,1,1,0,3,Bombing/Explosion,Government (General),Government Building/Facility/Office,Unknown,The Palace of the Paramount Ruler of Finima,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2008-06-16,2008,Jun,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Edo,Unknown,6.54381,5.898714,0,1,0,3,Bombing/Explosion,Utilities,Oil,National Petroleum Corporation,A Nigerian National Petroleum Corporation pipline,Nigeria,Niger Delta Freedom Fighters (NDDF),0,Explosives,Unknown Explosive Type,0,0
2008-06-19,2008,Jun,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,1,1,0,7,Facility/Infrastructure Attack,Utilities,Oil,Shell Royal Dutch Company,The Bonga platform,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Unknown,Unknown Weapon Type,0,0
2008-06-19,2008,Jun,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,1,1,0,6,Hostage Taking (Kidnapping),Maritime,Commercial Maritime,Chevron,A Chevron supply vessel,United States,Movement for the Emancipation of the Niger Delta (MEND),0,Unknown,Unknown Weapon Type,0,0
2008-06-19,2008,Jun,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,1,1,0,6,Hostage Taking (Kidnapping),Maritime,Commercial Maritime,Chevron,The captain of a Chevron vessel,United States,Movement for the Emancipation of the Niger Delta (MEND),0,Unknown,Unknown Weapon Type,0,0
2008-06-19,2008,Jun,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Chevron Oil,The target was a Nigerian oil pipeline operated by US Chevron.,Nigeria,Unknown,0,Explosives,Other Explosive Type,0,0
2008-06-20,2008,Jun,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Escravos,5.613867,5.18708,0,1,0,3,Bombing/Explosion,Utilities,Oil,Unknown,The Chevron Abiteye-Olero crude pipeline,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Unknown Explosive Type,0,0
2008-06-21,2008,Jun,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Escravos,5.613519,5.186918,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,The target was an oil facility.,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Other Explosive Type,0,0
2008-06-28,2008,Jun,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Lagos,Lagos,6.524379,3.379206,0,1,0,2,Armed Assault,Military,Military Maritime,Nigerian Navy,Facility,Nigeria,Unknown,0,Melee,Knife or Other Sharp Object,4,2
2008-07-01,2008,Jul,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Makurdi,7.729979,8.536277,0,1,0,2,Armed Assault,Educational Institution,Other Personnel,Unknown,The residence of a Benue State University staff member,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,1
2008-07-08,2008,Jul,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Ondo,Igbokoda,6.369694,4.784509,0,0,0,2,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Nigerian Government.,The residence of a government official,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,1
2008-07-15,2008,Jul,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Ebonyi,Abakaliki,6.332763,8.099836,0,1,0,2,Armed Assault,Journalists & Media,Newspaper Journalist/Staff/Facility,Unknown,The target was a vehicle carrying members of the state broadcasting service.,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,3
2008-07-17,2008,Jul,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Tebidaba,4.556138,5.91998,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,A oil pipeline,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2008-07-20,2008,Jul,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Boji Boji,5.532462,5.898714,0,1,0,6,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Unknown,"Chief Arthur Okowa, the father of the Secretary to the Delta State Government,",Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-07-25,2008,Jul,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Utilities,Oil,Damas Oil and Marine Services,An oil engineer for Damas Oil and Marine Services,Multinational,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-07-26,2008,Jul,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,6,Hostage Taking (Kidnapping),Maritime,Commercial Maritime,Unknown,Two Russian crew members of the Hercules,Russia,Unknown,0,Unknown,Unknown Weapon Type,0,0
2008-07-28,2008,Jul,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Kula,4.343656,6.646386,0,1,0,3,Bombing/Explosion,Utilities,Oil,Royal Dutch Shell,Royal Dutch Shell pipelines,Netherlands,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Unknown Explosive Type,0,0
2008-07-30,2008,Jul,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815833,6.956667,0,1,0,6,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Nigerian Government,"Ndubueze Olumeni, ruler of Rumuolumeni,",Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-08-02,2008,Aug,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Onne,4.723816,7.151618,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Two oil workers,France,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-08-03,2008,Aug,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Ondo,Ese Odo district,6.259025,5.000046,0,1,0,6,Hostage Taking (Kidnapping),Violent Political Party,Party Official/Candidate/Other Personnel,People's Democratic Party (PDP),Members,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Unknown,Unknown Weapon Type,0,0
2008-08-12,2008,Aug,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,3,Bombing/Explosion,Utilities,Gas,Unknown,A gas pipeline,Nigeria,Niger Delta Vigilante (NDV),0,Explosives,Unknown Explosive Type,0,0
2008-08-21,2008,Aug,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Kalaa,10.249722,13.021111,0,1,0,2,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Adamawa State House of Assembly,The government official's home,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,1
2008-08-24,2008,Aug,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Bonny,4.434049,7.17049,0,1,0,4,Hijacking,Maritime,Commercial Maritime,West African Offshore Ltd.,"A Nigerian ship, the Benue,",Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-08-27,2008,Aug,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,Unknown,Ehud Avni,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-09-15,2008,Sep,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,The target of the attack was an unidentified oil flow station near Port Harcourt.,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Dynamite/TNT,1,4
2008-09-17,2008,Sep,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,Targert for this attack was an oil pipeline.,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2008-09-19,2008,Sep,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Bugama,4.733262,6.866619,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,Target for this attack was a Nigerian oil pipeline.,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2008-09-19,2008,Sep,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Imo,Owerri,5.485081,7.035,0,1,0,2,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Unknown,The target was an unidentified government official.,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-10-16,2008,Oct,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Business,Industrial/Textiles/Factory,Diobu Timber Sellers Association,"The chairman of the Diobu Timber Sellers Association, Chief Job Obire,",Nigeria,Unknown,0,Firearms,Rifle/Shotgun (non-automatic),0,0
2008-10-16,2008,Oct,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Uyo,5.038019,7.912421,0,1,0,6,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Unknown,The target was a Nigerian Senators wife.,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,1
2008-11-03,2008,Nov,Mon,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,"A bank manager, Patrick Akorojola, was kidnapped by militants.",Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-11-03,2008,Nov,Mon,1,147,Nigeria,11,Sub-Saharan Africa,Anambra,Enugu Ukwu,6.171389,7.005,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Dr. Tochukwu Mbachu,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-11-03,2008,Nov,Mon,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Business,Construction,Homan Engineering,A Lebanese engineer,Israel,Unknown,0,Firearms,Unknown Gun Type,1,1
2008-11-10,2008,Nov,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Soku,4.683333,6.683333,0,0,0,7,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Unknown,Target for the attack was the Soku oil and gas station.,Nigeria,Unknown,0,Firearms,Automatic or Semi-Automatic Rifle,8,0
2008-11-13,2008,Nov,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Yenagoa,4.92315,6.26093,0,1,0,7,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Shell,A Shell oil pipeline,United States,Unknown,0,Sabotage Equipment,Unknown Weapon Type,0,0
2008-11-19,2008,Nov,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Oyo,Ibadan,7.396389,3.916667,0,1,0,2,Armed Assault,Private Citizens & Property,Political Party Member/Rally,Nigerian Government,"Target for this attack was Femi Falegan, a suspected Action Congress finanacier.",Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,1
2008-11-20,2008,Nov,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Escravos,5.613519,5.186918,0,0,0,2,Armed Assault,Business,Gas/Oil/Electric,Chevron,Attack targeted the Chevron Production facility in Escarvos.,United States,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-11-21,2008,Nov,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Opobo,4.511389,7.54,0,0,0,6,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Unknown,"The chairman of the Opobo local council, Maclean Uranta,",Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,0
2008-11-28,2008,Nov,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,"Bruce S.I., an oil worker, was kidnapped.",Great Britain,Unknown,0,Firearms,Unknown Gun Type,0,0
2008-11-30,2008,Nov,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Enugu,Enugu,6.5,7.510333,0,1,0,1,Assassination,Private Citizens & Property,Named Civilian,Unknown,"The traditional kind of the Obe community, Igwe Uche Nwachime,",Nigeria,Unknown,0,Unknown,Unknown Weapon Type,1,0
2008-12-01,2008,Dec,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Enugu,Enugu,6.5,7.510333,0,1,0,9,Unknown,Government (General),Royalty,Unknown,"Target was the King of the Obe, Igwe Uche Nwachime",Nigeria,Unknown,0,Unknown,Unknown Weapon Type,1,0
2008-12-03,2008,Dec,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Eket,4.649885,7.933103,0,1,0,2,Armed Assault,Business,Gas/Oil/Electric,Mobile Producing Nigeria,Target was a Mobile Producing Nigeria convoy.,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2008-12-06,2008,Dec,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Bonny district,4.448889,7.083889,0,1,0,2,Armed Assault,Military,Military Unit/Patrol/Convoy,Unknown,Target for this attack was a JTF military patrol vessel and its crew.,Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,0
2008-12-08,2008,Dec,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Makurdi,7.729979,8.536277,0,1,0,2,Armed Assault,Police,Police Security Forces/Officers,Kogi State Police,The target was the Kogi state police commisioner.,Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,1
2008-12-16,2008,Dec,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Unknown,4.858077,6.920913,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Unknown,The targets were private citizens.,Nigeria,Unknown,0,Unknown,Unknown Weapon Type,0,0
2008-12-16,2008,Dec,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Oginbo,5.382222,5.834444,0,1,0,6,Hostage Taking (Kidnapping),Educational Institution,Other Personnel,Rivers State University of Science and Technology,The target was a university dean.,Nigeria,Unknown,0,Unknown,Unknown Weapon Type,0,0
2008-12-20,2008,Dec,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Ikot Abasi,4.573867,7.578898,0,1,0,6,Hostage Taking (Kidnapping),Business,Industrial/Textiles/Factory,Unknown,The targets were aluminum workers.,Russia,Unknown,0,Firearms,Unknown Gun Type,0,0
2009-01-06,2009,Jan,Tue,1,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Unknown,10.516667,7.433333,0,1,0,7,Facility/Infrastructure Attack,Private Citizens & Property,Religion Identified,Unknown,The home of a local Shi'ite leader,Nigeria,Unknown,0,Incendiary,Arson/Fire,0,0
2009-01-18,2009,Jan,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Bonny,4.434049,7.17049,0,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Unknown,A Shell oil platform in Bonny was targeted,Nigeria,Unknown,0,Unknown,Unknown Weapon Type,1,1
2009-01-21,2009,Jan,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Bonny,4.434049,7.17049,0,1,0,3,Bombing/Explosion,Maritime,Oil Tanker,Mt Meredith Oil Tanker,The Mt Meredith oil tanker,Unknown,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Dynamite/TNT,0,0
2009-01-27,2009,Jan,Tue,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.52372,5.753167,0,1,0,6,Hostage Taking (Kidnapping),Business,Unknown,Unknown,A Lebanese construction worker,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2009-01-29,2009,Jan,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,Unknown,Eight year old Samuel Awolesun and his eleven year old sister were targeted,Nigeria,Unknown,0,Unknown,Unknown Weapon Type,1,0
2009-02-04,2009,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Uyo,5.038019,7.912421,0,1,0,6,Hostage Taking (Kidnapping),Government (General),Government Building/Facility/Office,Unknown,"The compound of the Permanent Secretary of the Ministry of Justice in Akwa Ibom State, Nigeria",Nigeria,Unknown,0,Unknown,Unknown Weapon Type,0,0
2009-02-07,2009,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Utorogu,5.445781,5.878609,0,1,0,2,Armed Assault,Business,Gas/Oil/Electric,Unknown,The Utorogu Shell Gas facility,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Firearms,Unknown Gun Type,3,5
2009-02-17,2009,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Eket,4.649885,7.933103,0,1,0,7,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Unknown,"The Exxon Mobil compound in Akwa Ibom, Nigeria",Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2009-02-17,2009,Feb,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Nembe,4.53152,6.405074,0,0,0,7,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Unknown,"Shell oil facilities were targeted in Nembe Creek, Bayelsa, Nigeria.",Nigeria,Unknown,0,Unknown,Unknown Weapon Type,0,0
2009-02-26,2009,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Tebidaba,4.556138,5.91998,0,1,0,2,Armed Assault,Airports & Aircraft,Aircraft (not at an airport),Unknown,A civilian helicopter carrying oil workers,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Firearms,Unknown Gun Type,0,1
2009-03-04,2009,Mar,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Escravos,5.613519,5.186918,0,1,0,3,Bombing/Explosion,Utilities,Oil,Shell Oil,The explosions targeted the Shell owned 24-inch Trans-Escravos Pipeline.,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2009-03-16,2009,Mar,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Nembe,4.53152,6.405074,0,0,0,2,Armed Assault,Business,Gas/Oil/Electric,Royal Dutch Shell,The target was a Royal Dutch Shell oil flow station.,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2009-04-05,2009,Apr,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Yenagoa,4.92315,6.26093,0,1,0,9,Unknown,Business,Multinational Corporation,Daewoo,The gunmen attacked a houseboat at the Daewoo facility.,Nigeria,Unknown,0,Unknown,Unknown Weapon Type,0,0
2009-05-13,2009,May,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Chanomi Creek,5.44,5.410278,0,1,0,2,Armed Assault,Maritime,Oil Tanker,Unknown,A oil tanker,Unknown,Movement for the Emancipation of the Niger Delta (MEND),1,Firearms,Unknown Gun Type,0,6
2009-05-13,2009,May,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Escravos,5.613519,5.186918,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Royal Dutch & Shell Oil Company,A oil facility,Denmark,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2009-05-25,2009,May,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri district,5.528666,5.756006,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Cheveron Corporation,Oil pipelines,United States,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2009-06-05,2009,Jun,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Edo,Benin City,6.336345,5.62175,0,1,0,6,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,Peoples Democratic Party,The chairman for a political party,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,1
2009-06-07,2009,Jun,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Oyo,Ibandan,7.337276,3.949587,0,1,0,2,Armed Assault,Private Citizens & Property,Labor Union Related,Unknown,A vice chairman of a union group,Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,2
2009-06-17,2009,Jun,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Agoro,5.064403,6.125295,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Royal Dutch Shell,A pipeline,Netherlands,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2009-06-19,2009,Jun,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Nembe,4.53152,6.405074,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Eni SpA,A oil pipeline,Italy,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2009-06-21,2009,Jun,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Unknown,4.858077,6.920913,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Royal Dutch Shell,The two oil pipelines,Netherlands,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2009-06-25,2009,Jun,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Unknown,4.858077,6.920913,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Royal Dutch Shell,A oil pipeline,Netherlands,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2009-06-29,2009,Jun,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Forcados,5.360375,5.346581,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Royal Dutch Shell,A offshore oil facility,Netherlands,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,0,0
2009-07-05,2009,Jul,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Escravos district,5.613519,5.186918,0,1,0,2,Armed Assault,Maritime,Commercial Maritime,Siehem Peace,The target of the attack was a chemical tanker ship Siehem Peace.,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Firearms,Unknown Gun Type,0,0
2009-07-05,2009,Jul,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Okon,4.626042,7.68269,0,1,0,3,Bombing/Explosion,Utilities,Oil,Chevron,A manifold of a Chevron oil pipeline junction,United States,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Unknown Explosive Type,0,0
2009-07-05,2009,Jul,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Bonny,4.434049,7.17049,0,1,0,9,Unknown,Utilities,Oil,Royal Dutch Shell,The target of the attack was an oil facility.,Netherlands,Movement for the Emancipation of the Niger Delta (MEND),0,Unknown,Unknown Weapon Type,0,0
2009-07-08,2009,Jul,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Nembe district,4.53152,6.405074,1,1,0,3,Bombing/Explosion,Utilities,Oil,Royal Dutch Shell,The Agip oil pipeline,Netherlands,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Unknown Explosive Type,0,0
2009-07-08,2009,Jul,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Nembe,4.53152,6.405074,1,1,0,3,Bombing/Explosion,Utilities,Oil,Agip,An oil pipeline,Italy,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Unknown Explosive Type,0,0
2009-07-12,2009,Jul,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Lagos,Lagos,6.441158,3.417977,0,1,0,3,Bombing/Explosion,Maritime,Commercial Maritime,Nigerian National Petroleum Company,The Atlas Cove jetty,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),1,Explosives,Unknown Explosive Type,5,0
2009-07-14,2009,Jul,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Unknown,4.858077,6.920913,0,1,0,3,Bombing/Explosion,Utilities,Oil,Agip,An oil pipeline,Italy,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Unknown Explosive Type,0,0
2009-07-27,2009,Jul,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Gambaru,12.359468,14.210929,1,1,0,2,Armed Assault,Police,"Police Building (headquarters, station, school)",Nigerian Law Enforcement,A police headquarters,Nigeria,Boko Haram,1,Incendiary,Arson/Fire,0,0
2009-07-27,2009,Jul,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840929,13.141459,1,1,0,9,Unknown,Police,"Police Building (headquarters, station, school)",Nigerian Law Enforcement,A police station,Nigeria,Boko Haram,1,Unknown,Unknown Weapon Type,77,0
2009-07-27,2009,Jul,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840929,13.141459,1,1,0,7,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,Unknown,Residences and vehicles,Nigeria,Boko Haram,1,Incendiary,Arson/Fire,0,0
2009-07-27,2009,Jul,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840929,13.141459,1,1,0,7,Facility/Infrastructure Attack,Police,Prison/Jail,Unknown,A prison,Nigeria,Boko Haram,1,Incendiary,Arson/Fire,0,0
2009-07-27,2009,Jul,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840929,13.141459,1,1,0,7,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Unknown,The offices of a state unemployment bureau,Nigeria,Boko Haram,1,Incendiary,Arson/Fire,0,0
2009-07-27,2009,Jul,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840929,13.141459,1,1,0,9,Unknown,Police,"Police Building (headquarters, station, school)",Nigerian Law Enforcement,A police station,Nigeria,Boko Haram,1,Unknown,Unknown Weapon Type,76,0
