date,year,month,day,State,city,latitude,longitude,suicide,attacktype1_txt,target_type,target_subtype,target,group_name,weapon_type,weapon_subtype,no_killed,no_wounded
1/9/2012,2012,Jan,Mon,Borno,Maiduguri,11.833333,13.15,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,2,3
1/9/2012,2012,Jan,Mon,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Religion Identified,Christian Residence,Boko Haram,Firearms,Unknown Gun Type,1,0
1/10/2012,2012,Jan,Tue,Yobe,Potiskum,11.704399,11.088539,0,Armed Assault,Police,Police Security Forces/Officers,Officers,Boko Haram,Firearms,Unknown Gun Type,8,0
1/10/2012,2012,Jan,Tue,Edo,Benin City,6.336345,5.62175,0,Facility/Infrastructure Attack,Religious Figures/Institutions,Place of Worship,Mosque,Unknown,Incendiary,Arson/Fire,3,0
1/10/2012,2012,Jan,Tue,Edo,Benin City,6.336345,5.62175,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Koran School,Unknown,Incendiary,Arson/Fire,2,0
1/10/2012,2012,Jan,Tue,Bauchi,Pyakman,9.749973,9.551801,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,3,0
1/11/2012,2012,Jan,Wed,Yobe,Potiskum,11.704399,11.088539,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,4,0
1/11/2012,2012,Jan,Wed,Rivers,Port Harcourt,4.784821,7.005453,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Administrative Block,Unknown,Explosives,Unknown Explosive Type,0,0
1/13/2012,2012,Jan,Fri,Adamawa,Yola,9.203496,12.49539,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,2,1
1/13/2012,2012,Jan,Fri,Gombe,Gombe,10.286652,11.163862,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,2,1
1/15/2012,2012,Jan,Sun,Gombe,Bajoga,10.854444,11.431944,0,Assassination,Religious Figures/Institutions,Religious Figure,Pastor: Yahaya Abutu,Unknown,Firearms,Unknown Gun Type,1,0
1/16/2012,2012,Jan,Mon,Yobe,Damaturu,11.74464,11.970257,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Firearms,Rifle/Shotgun (non-automatic),3,0
1/16/2012,2012,Jan,Mon,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,2,0
1/17/2012,2012,Jan,Tue,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Military,Military Checkpoint,Ajilari Cross Checkpoint,Boko Haram,Firearms,Unknown Gun Type,4,6
1/17/2012,2012,Jan,Tue,Adamawa,Mubi,10.266667,13.266667,0,Armed Assault,Police,Police Security Forces/Officers,Corporal: Jibrin Abdulkadir,Boko Haram,Firearms,Unknown Gun Type,1,0
1/17/2012,2012,Jan,Tue,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Unknown Explosive Type,0,0
1/17/2012,2012,Jan,Tue,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Named Civilian,Civilian: Abba Kyari,Boko Haram,Firearms,Unknown Gun Type,1,0
1/17/2012,2012,Jan,Tue,Yobe,Damaturu,11.74464,11.970257,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol,Boko Haram,Firearms,Unknown Gun Type,0,0
1/18/2012,2012,Jan,Wed,Borno,Maiduguri,11.840793,13.141391,0,Unknown,Military,Military Barracks/Base/Headquarters/Checkpost,Outpost,Boko Haram,Unknown,Unknown Weapon Type,2,0
1/18/2012,2012,Jan,Wed,Gombe,Gombe,10.286652,11.163862,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Senator: Sa'idu Alkali,Unknown,Explosives,Unknown Explosive Type,0,1
1/19/2012,2012,Jan,Thu,Yobe,Damaturu,11.74464,11.970257,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilian,Unknown,Firearms,Unknown Gun Type,1,0
1/19/2012,2012,Jan,Thu,Plateau,Jos,9.933333,8.883333,0,Assassination,Journalists & Media,Radio Journalist/Staff/Facility,Journalist: Nansok Sallah,Unknown,Unknown,Unknown Weapon Type,1,0
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",Employees,Boko Haram,Explosives,Unknown Explosive Type,17,5
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,1,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Vehicle,18,5
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Government (General),Intelligence,Members,Boko Haram,Explosives,Unknown Explosive Type,17,5
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,1,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",Employees,Boko Haram,Explosives,Suicide (carried bodily by human being),18,5
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,17,5
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,17,5
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,17,5
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Explosives,Unknown Explosive Type,17,4
1/20/2012,2012,Jan,Fri,Bayelsa,Yenagoa,4.92315,6.26093,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Creek Haven Government House,Unknown,Explosives,Vehicle,0,0
1/20/2012,2012,Jan,Fri,Bayelsa,Yenagoa,4.92315,6.26093,0,Bombing/Explosion,Transportation,Bridge/Car Tunnel,Bridge,Unknown,Explosives,Dynamite/TNT,0,0
1/20/2012,2012,Jan,Fri,Yobe,Dowara Mashara,11.70896,11.06997,0,Armed Assault,Business,Restaurant/Bar/Café,Bar,Boko Haram,Firearms,Unknown Gun Type,1,3
1/20/2012,2012,Jan,Fri,Kano,Kano,12.030119,8.543949,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Barracks,Boko Haram,Firearms,Unknown Gun Type,17,4
1/20/2012,2012,Jan,Fri,Kano,Hotoro,11.991601,8.577596,0,Bombing/Explosion,Business,Gas/Oil/Electric,Fuel Station,Boko Haram,Explosives,Vehicle,0,0
1/20/2012,2012,Jan,Fri,Kano,Tula,12,8.516667,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Vehicle,0,0
1/22/2012,2012,Jan,Sun,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Vehicle,0,0
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Vehicle,0,0
1/20/2012,2012,Jan,Fri,Kano,Kano,12.030119,8.543949,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,School,Boko Haram,Explosives,Unknown Explosive Type,17,4
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Police,Police Security Forces/Officers,House of Inspector General,Boko Haram,Explosives,Unknown Explosive Type,16,4
1/20/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Armed Assault,Journalists & Media,Television Journalist/Staff/Facility,Reporter,Boko Haram,Firearms,Unknown Gun Type,1,0
1/20/2012,2012,Jan,Fri,Delta,Warri,5.52372,5.753167,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Employee: William Gregory Ock,Unknown,Firearms,Unknown Gun Type,1,0
1/22/2012,2012,Jan,Sun,Bauchi,Tafawa Balewa,9.749973,9.551801,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Grenade,9,10
1/22/2012,2012,Jan,Sun,Bauchi,Fadama Mada,10.30982,9.845172,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Explosives,Unknown Explosive Type,0,0
1/22/2012,2012,Jan,Sun,Bauchi,Bauchi,10.30982,9.845172,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Explosives,Unknown Explosive Type,0,0
1/22/2012,2012,Jan,Sun,Bauchi,Bununu,9.880197,9.6785,0,Armed Assault,Military,Military Checkpoint,Joint Checkpoint,Boko Haram,Firearms,Unknown Gun Type,2,0
1/22/2012,2012,Jan,Sun,Bauchi,Bununu,9.880197,9.6785,0,Armed Assault,Business,Hotel/Resort,Hotel,Boko Haram,Firearms,Unknown Gun Type,5,0
1/22/2012,2012,Jan,Sun,Bauchi,Bununu,9.880197,9.6785,0,Armed Assault,Business,Bank/Commerce,Bank,Boko Haram,Firearms,Unknown Gun Type,4,0
1/22/2012,2012,Jan,Sun,Bauchi,Unknown,10.637109,10.08073,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Unknown Explosive Type,0,0
1/22/2012,2012,Jan,Sun,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Government (General),Judge/Attorney/Court,Court Registrar: Mallam Baba Loskurima,Boko Haram,Firearms,Unknown Gun Type,1,0
1/23/2012,2012,Jan,Mon,Kano,Kano,11.974328,8.500261,0,Armed Assault,Unknown,Unknown,Unknown,Boko Haram,Firearms,Unknown Gun Type,0,0
1/23/2012,2012,Jan,Mon,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Police,Police Checkpoint,Checkpoint,Boko Haram,Explosives,Vehicle,0,0
1/23/2012,2012,Jan,Mon,Kano,Kano,12.030119,8.543949,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Vehicle,0,0
1/24/2012,2012,Jan,Tue,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Other Explosive Type,1,1
1/24/2012,2012,Jan,Tue,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Headquarters,Unknown,Explosives,Vehicle,0,0
1/26/2012,2012,Jan,Thu,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Transportation,Bus Station/Stop,Bus Stand,Unknown,Explosives,Unknown Explosive Type,0,2
1/26/2012,2012,Jan,Thu,Kano,Kano,11.974328,8.500261,0,Hostage Taking (Kidnapping),Business,Construction,Employee: Raufach Edgar,Al-Qaida in the Islamic Maghreb (AQIM),Firearms,Unknown Gun Type,1,0
1/27/2012,2012,Jan,Fri,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Firearms,Unknown Gun Type,2,0
1/26/2012,2012,Jan,Thu,Zamfara,Unknown,12.184416,6.237595,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,14,0
1/28/2012,2012,Jan,Sat,Abuja,Garki,9.02762,7.494947,0,Bombing/Explosion,Transportation,Bus (excluding tourists),Bus,Unknown,Explosives,Vehicle,0,0
1/29/2012,2012,Jan,Sun,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,2,0
1/29/2012,2012,Jan,Sun,Kaduna,Rigasa,10.516667,7.433333,0,Armed Assault,Police,Police Security Forces/Officers,Officer,Unknown,Firearms,Unknown Gun Type,1,0
1/30/2012,2012,Jan,Mon,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,Police Security Forces/Officers,Officers,Boko Haram,Firearms,Unknown Gun Type,0,0
1/30/2012,2012,Jan,Mon,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Firearms,Unknown Gun Type,0,0
1/30/2012,2012,Jan,Mon,Borno,Gambaru,12.359468,14.210929,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,1,0
1/30/2012,2012,Jan,Mon,Borno,Gomari,11.840793,13.141391,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Firearms,Unknown Gun Type,4,0
1/30/2012,2012,Jan,Mon,Rivers,Port Harcourt,4.784821,7.005453,0,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Explosives,Time Fuse,0,0
1/30/2012,2012,Jan,Mon,Yobe,Potiskum,11.704399,11.088539,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilian,Boko Haram,Firearms,Rifle/Shotgun (non-automatic),1,0
1/29/2012,2012,Jan,Sun,Bayelsa,Olugbobiri,4.65,5.983333,0,Bombing/Explosion,Police,Police Security Forces/Officers,Officer,Unknown,Explosives,Dynamite/TNT,1,4
2/3/2012,2012,Feb,Fri,Kogi,Ajaokuta,7.556055,6.655,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Post,Boko Haram,Explosives,Unknown Explosive Type,2,0
2/3/2012,2012,Feb,Fri,Kogi,Ajaokuta,7.556055,6.655,0,Bombing/Explosion,Business,Bank/Commerce,Bank,Boko Haram,Explosives,Unknown Explosive Type,2,0
2/4/2012,2012,Feb,Sat,Bayelsa,Brass,4.314996,6.241659,0,Bombing/Explosion,Utilities,Oil,Installation,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Dynamite/TNT,0,0
2/5/2012,2012,Feb,Sun,Yobe,Damaturu,11.74464,11.970257,0,Bombing/Explosion,Government (General),Intelligence,Official,Unknown,Explosives,Unknown Explosive Type,1,0
2/6/2012,2012,Feb,Mon,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Sharada Police Station,Boko Haram,Explosives,Unknown Explosive Type,0,1
2/6/2012,2012,Feb,Mon,Borno,Gamboru,11.840793,13.141391,0,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Market,Unknown,Explosives,Unknown Explosive Type,3,0
2/7/2012,2012,Feb,Tue,Kaduna,Kaduna,10.51684,7.433304,1,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,1st Mechanized Division Base,Boko Haram,Explosives,Vehicle,1,0
2/7/2012,2012,Feb,Tue,Kaduna,Kaduna,10.51684,7.433304,0,Bombing/Explosion,Transportation,Bridge/Car Tunnel,Bridge,Boko Haram,Explosives,Unknown Explosive Type,0,0
2/7/2012,2012,Feb,Tue,Kaduna,Kaduna,10.51684,7.433304,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Base,Boko Haram,Explosives,Unknown Explosive Type,0,0
2/6/2012,2012,Feb,Mon,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Business,Medical/Pharmaceutical,Building,Unknown,Explosives,Unknown Explosive Type,3,0
2/9/2012,2012,Feb,Thu,Kano,Kano,11.974328,8.500261,0,Armed Assault,Private Citizens & Property,Named Civilian,Civilian: Alhaji Muhammadu,Boko Haram,Firearms,Unknown Gun Type,1,0
2/9/2012,2012,Feb,Thu,Yobe,Yunusari,13.116667,11.733333,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Yunusari Outpost,Unknown,Explosives,Unknown Explosive Type,0,0
2/9/2012,2012,Feb,Thu,Yobe,Yunusari,13.116667,11.733333,0,Facility/Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)",Residence of Finance Commissioner: Kaigama Umar,Unknown,Firearms,Unknown Gun Type,0,0
2/9/2012,2012,Feb,Thu,Yobe,Yunusari,13.116667,11.733333,0,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,Residence of Civilian: Bulama Lewami,Unknown,Firearms,Unknown Gun Type,0,0
2/10/2012,2012,Feb,Fri,Borno,Maiduguri,11.840793,13.141391,1,Bombing/Explosion,Military,Paramilitary,Soldiers,Boko Haram,Explosives,Vehicle,4,2
2/10/2012,2012,Feb,Fri,Yobe,Potiskum,11.704399,11.088539,0,Assassination,Religious Figures/Institutions,Religious Figure,Cleric,Boko Haram,Firearms,Unknown Gun Type,1,0
2/11/2012,2012,Feb,Sat,Yobe,Potiskum,11.704399,11.088539,0,Armed Assault,Business,Unknown,Christian Traders,Boko Haram,Firearms,Rifle/Shotgun (non-automatic),2,0
2/11/2012,2012,Feb,Sat,Unknown,Unknown,0,0,0,Armed Assault,Private Citizens & Property,Alleged Informant,Suspected Informants,Boko Haram,Melee,Knife or Other Sharp Object,3,0
2/11/2012,2012,Feb,Sat,Borno,Jere,11.833373,13.149902,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,3,0
2/11/2012,2012,Feb,Sat,Borno,Jere,11.833373,13.149902,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Islamic Scholar,Boko Haram,Firearms,Unknown Gun Type,4,0
2/12/2012,2012,Feb,Sun,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Military,Paramilitary,Soldiers,Boko Haram,Firearms,Unknown Gun Type,12,0
2/13/2012,2012,Feb,Mon,Kaduna,Kaduna,10.51684,7.433304,1,Bombing/Explosion,Government (General),Government Building/Facility/Office,Kaduna Government House,Unknown,Explosives,Vehicle,1,0
2/14/2012,2012,Feb,Tue,Kaduna,Kaduna,10.51684,7.433304,0,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Explosives,Unknown Explosive Type,1,2
2/14/2012,2012,Feb,Tue,Kaduna,Kaduna,10.51684,7.433304,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Motor Park,Boko Haram,Explosives,Unknown Explosive Type,0,0
2/15/2012,2012,Feb,Wed,Niger,Maje,9.18052,7.17933,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,Unknown Gun Type,1,0
2/16/2012,2012,Feb,Thu,Niger,Minna,9.607913,6.5533,0,Bombing/Explosion,Police,Police Security Forces/Officers,Officers,Boko Haram,Explosives,Other Explosive Type,2,1
2/15/2012,2012,Feb,Wed,Borno,Gwange,11.833373,13.149902,0,Armed Assault,Military,Paramilitary,Soldiers,Boko Haram,Firearms,Unknown Gun Type,1,0
2/16/2012,2012,Feb,Thu,Kaduna,Kaduna,10.516601,7.433333,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Barracks,Boko Haram,Explosives,Time Fuse,0,0
2/17/2012,2012,Feb,Fri,Bayelsa,Sangana,4.322454,5.982724,0,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,Residence of Member,Unknown,Firearms,Unknown Gun Type,2,0
2/19/2012,2012,Feb,Sun,Niger,Sulega,9.18531,7.17877,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Explosives,Other Explosive Type,0,5
2/19/2012,2012,Feb,Sun,Yobe,Geidam,12.885844,11.930042,0,Assassination,Government (General),"Government Personnel (excluding police, military)",District Head: Mustapha Geidam,Boko Haram,Unknown,Unknown Weapon Type,1,0
2/19/2012,2012,Feb,Sun,Borno,Konduga,11.655408,13.412932,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Cleric: Sheikh Ajiya,Boko Haram,Firearms,Unknown Gun Type,1,0
2/20/2012,2012,Feb,Mon,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Explosives,Unknown Explosive Type,38,0
2/21/2012,2012,Feb,Tue,Borno,Ali Kotoko,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Arson/Fire,0,0
2/21/2012,2012,Feb,Tue,Kaduna,Ungwar Sarki,10.51684,7.433304,0,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Explosives,Unknown Explosive Type,0,0
2/21/2012,2012,Feb,Tue,Yobe,Damaturu,11.74464,11.970257,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Cleric: Malam Mai Tattabara,Unknown,Firearms,Unknown Gun Type,1,0
2/21/2012,2012,Feb,Tue,Yobe,Damaturu,11.74464,11.970257,0,Armed Assault,Educational Institution,Teacher/Professor/Instructor,Arabic Language Teacher: Malam Modu Goroma,Unknown,Firearms,Unknown Gun Type,1,0
2/22/2012,2012,Feb,Wed,Borno,Maiduguri,11.840793,13.141391,0,Hostage Taking (Barricade Incident),Educational Institution,School/University/Educational Building,School,Boko Haram,Firearms,Unknown Gun Type,0,0
2/22/2012,2012,Feb,Wed,Niger,Lapai,9.045173,6.570327,0,Armed Assault,Police,Police Security Forces/Officers,Officers,Boko Haram,Firearms,Unknown Gun Type,2,0
2/22/2012,2012,Feb,Wed,Kano,Kano,11.974328,8.500261,0,Armed Assault,Military,Military Checkpoint,Checkpoint,Boko Haram,Explosives,Unknown Explosive Type,0,0
2/23/2012,2012,Feb,Thu,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,Police Security Forces/Officers,Officers,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,4,0
2/23/2012,2012,Feb,Thu,Borno,Maiduguri,11.840793,13.141391,0,Hostage Taking (Barricade Incident),Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Arson/Fire,0,0
2/24/2012,2012,Feb,Fri,Gombe,Gombe,10.286652,11.163862,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,12,0
2/24/2012,2012,Feb,Fri,Kano,Kano,11.974328,8.500261,0,Armed Assault,Religious Figures/Institutions,Place of Worship,Mosque,Boko Haram,Firearms,Unknown Gun Type,5,0
2/25/2012,2012,Feb,Sat,Kaduna,Kaduna,10.51684,7.433304,0,Armed Assault,Police,Police Security Forces/Officers,Officer,Boko Haram,Firearms,Unknown Gun Type,1,1
2/26/2012,2012,Feb,Sun,Adamawa,Shuwa,10.746436,13.415076,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Other Explosive Type,3,3
2/26/2012,2012,Feb,Sun,Kaduna,Kukum Gida,11.05083,7.711051,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,2,1
2/26/2012,2012,Feb,Sun,Plateau,Jos,9.933526,8.883445,1,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Explosives,Vehicle,5,38
2/27/2012,2012,Feb,Mon,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Arson/Fire,0,0
2/27/2012,2012,Feb,Mon,Bauchi,Jamaare,11.667493,9.929714,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,1,1
2/27/2012,2012,Feb,Mon,Yobe,Geidam,12.885844,11.930042,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Ward Head: Lawan Yawmi,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,1,0
2/28/2012,2012,Feb,Tue,Adamawa,Demsa,9.455547,12.152546,0,Armed Assault,Police,Police Security Forces/Officers,Police Office,Unknown,Firearms,Unknown Gun Type,2,0
2/28/2012,2012,Feb,Tue,Borno,Gwange,11.833373,13.149902,0,Armed Assault,Government (General),Government Building/Facility/Office,Immigration Officer: Kolawole Olayika,Boko Haram,Firearms,Unknown Gun Type,1,0
2/28/2012,2012,Feb,Tue,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,School,Boko Haram,Explosives,Unknown Explosive Type,0,0
2/28/2012,2012,Feb,Tue,Kaduna,Pingiriga,10.38531,8.573466,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,4,6
2/28/2012,2012,Feb,Tue,Borno,Gamboru,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Arson/Fire,0,0
2/29/2012,2012,Feb,Wed,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Kiosk,Boko Haram,Explosives,Unknown Explosive Type,0,1
2/29/2012,2012,Feb,Wed,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Gasoline or Alcohol,0,0
2/29/2012,2012,Feb,Wed,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Gasoline or Alcohol,0,0
2/29/2012,2012,Feb,Wed,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Arson/Fire,0,0
3/1/2012,2012,Mar,Thu,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Gasoline or Alcohol,0,0
3/1/2012,2012,Mar,Thu,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Incendiary,Arson/Fire,0,0
3/1/2012,2012,Mar,Thu,Bayelsa,Unknown,4.8678,5.898714,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol Boat,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,4,0
3/1/2012,2012,Mar,Thu,Bayelsa,Brass,4.315,6.241667,0,Armed Assault,Military,Paramilitary,Soldiers,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,4,0
3/2/2012,2012,Mar,Fri,Kano,Giginyu,11.974328,8.500261,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldier,Unknown,Firearms,Rifle/Shotgun (non-automatic),1,0
3/3/2012,2012,Mar,Sat,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,2,0
3/3/2012,2012,Mar,Sat,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,1,0
3/4/2012,2012,Mar,Sun,Borno,Gamboru,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,1,0
3/5/2012,2012,Mar,Mon,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,Police Security Forces/Officers,Officers,Boko Haram,Firearms,Unknown Gun Type,2,2
3/5/2012,2012,Mar,Mon,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Boko Haram,Firearms,Rifle/Shotgun (non-automatic),3,2
